Name,Country,Age,Height,Weight,Sex,Sport,Event,Medals,Gold,Silver,Bronze
Robert Gardos,Austria,33,178,69,M,Table Tennis,Men's Team,,,,
Thiago Monteiro,Brazil,31,182,80,M,Table Tennis,Men's Team,,,,
Eugene Wang,Canada,26,174,85,M,Table Tennis,Men's Team,,,,
Song Man Jang,Democratic People's Republic  of Korea,26,165,65,M,Table Tennis,Men's Team,,,,
Ahmed Saleh,Egypt,32,179,84,M,Table Tennis,Men's Team,,,,
Bastian Steger,Germany,31,170,65,M,Table Tennis,Men's Team,,,,
Andrew Baggaley,Great Britain,29,180,71,M,Table Tennis,Men's Team,,,,
Liam Pitchford,Great Britain,19,183,57,M,Table Tennis,Men's Team,,,,
Chu Yan Leung,"Hong Kong, China",33,175,65,M,Table Tennis,Men's Team,,,,
Koki Niwa,Japan,17,162,51,M,Table Tennis,Men's Team,,,,
Long Ma,People's Republic of China,23,175,72,M,Table Tennis,Men's Team,,,,
Tiago Apolonia,Portugal,26,186,74,M,Table Tennis,Men's Team,,,,
Seungmin Ryu,Republic of Korea,29,178,70,M,Table Tennis,Men's Team,YES,,0.5,
Kirill Skachkov,Russian Federation,24,191,88,M,Table Tennis,Men's Team,,,,
Jian Zhan,Singapore,30,174,79,M,Table Tennis,Men's Team,,,,
Jens Lundqvist,Sweden,32,181,85,M,Table Tennis,Men's Team,,,,
Aleksandra Privalova,Belarus,24,178,70,F,Table Tennis,Women's Singles,,,,
Viktoria Pavlovich,Belarus,34,176,65,F,Table Tennis,Women's Singles,,,,
Sarah Hanffou,Cameroon,25,163,65,F,Table Tennis,Women's Singles,,,,
Mo Zhang,Canada,23,173,52,F,Table Tennis,Women's Singles,,,,
Berta Rodriguez,Chile,41,155,53,F,Table Tennis,Women's Singles,,,,
Paula Medina,Colombia,23,163,73,F,Table Tennis,Women's Singles,,,,
Xing Han,Congo,22,165,58,F,Table Tennis,Women's Singles,,,,
Cornelia Molnar,Croatia,28,,,F,Table Tennis,Women's Singles,,,,
Yuan Tian,Croatia,37,,,F,Table Tennis,Women's Singles,,,,
Dana Hadacova,Czech Republic,28,174,69,F,Table Tennis,Women's Singles,,,,
Iveta Vacenovska,Czech Republic,26,167,56,F,Table Tennis,Women's Singles,,,,
Mie Skov,Denmark,26,176,60,F,Table Tennis,Women's Singles,,,,
Yasmin Hassan Farah,Djibouti,18,,,F,Table Tennis,Women's Singles,,,,
Xue Li,France,27,165,64,F,Table Tennis,Women's Singles,,,,
Yifang Xian,France,34,170,62,F,Table Tennis,Women's Singles,,,,
Georgina Pota,Hungary,27,170,60,F,Table Tennis,Women's Singles,,,,
Krisztina Toth,Hungary,38,164,65,F,Table Tennis,Women's Singles,,,,
Ankita Das,India,19,,,F,Table Tennis,Women's Singles,,,,
Neda Shahsavari,Islamic Republic of Iran,25,165,58,F,Table Tennis,Women's Singles,,,,
Wenling Tan,Italy,39,152,45,F,Table Tennis,Women's Singles,,,,
Tvin Moumjoghlian,Lebanon,23,,,F,Table Tennis,Women's Singles,,,,
Xia Lian Ni,Luxembourg,49,157,57,F,Table Tennis,Women's Singles,,,,
Yadira Silva,Mexico,26,159,56,F,Table Tennis,Women's Singles,,,,
Offiong Edem,Nigeria,25,,64,F,Table Tennis,Women's Singles,,,,
Olufunke Oshonaike,Nigeria,36,,63,F,Table Tennis,Women's Singles,,,,
Lei Huang Mendes,Portugal,29,164,50,F,Table Tennis,Women's Singles,,,,
Aia Mohamed,Qatar,18,161,57,F,Table Tennis,Women's Singles,,,,
Daniela Dodean,Romania,24,169,60,F,Table Tennis,Women's Singles,,,,
Elizabeta Samara,Romania,23,170,60,F,Table Tennis,Women's Singles,,,,
Anna Tikhomirova,Russian Federation,27,162,60,F,Table Tennis,Women's Singles,,,,
Yana Noskova,Russian Federation,18,163,59,F,Table Tennis,Women's Singles,,,,
Szu-Yu Chen,Taipei (Chinese Taipei),19,163,56,F,Table Tennis,Women's Singles,,,,
Yi-Hua Huang,Taipei (Chinese Taipei),28,167,56,F,Table Tennis,Women's Singles,,,,
Nanthana Komwong,Thailand,31,158,51,F,Table Tennis,Women's Singles,,,,
Melek Hu,Turkey,23,165,53,F,Table Tennis,Women's Singles,,,,
Margaryta Pesotska,Ukraine,20,175,68,F,Table Tennis,Women's Singles,,,,
Tetyana Bilenko,Ukraine,28,177,72,F,Table Tennis,Women's Singles,,,,
Anolyn Lulu,Vanuatu,33,157,62,F,Table Tennis,Women's Singles,,,,
Jian Fang Lay,Australia,39,163,58,F,Table Tennis,"Women's Singles, Women's Team",,,,
Miao Miao,Australia,31,162,48,F,Table Tennis,"Women's Singles, Women's Team",,,,
Jia Liu,Austria,30,160,47,F,Table Tennis,"Women's Singles, Women's Team",,,,
Qiangbing Li,Austria,27,166,51,F,Table Tennis,"Women's Singles, Women's Team",,,,
Caroline Kumahara,Brazil,17,,,F,Table Tennis,"Women's Singles, Women's Team",,,,
Ligia Silva,Brazil,31,161,57,F,Table Tennis,"Women's Singles, Women's Team",,,,
Jong Kim,Democratic People's Republic  of Korea,23,159,55,F,Table Tennis,"Women's Singles, Women's Team",,,,
Myong Sun Ri,Democratic People's Republic  of Korea,20,163,54,F,Table Tennis,"Women's Singles, Women's Team",,,,
Dina Meshref,Egypt,18,166,57,F,Table Tennis,"Women's Singles, Women's Team",,,,
Nadeen Eldawlatly,Egypt,19,162,56,F,Table Tennis,"Women's Singles, Women's Team",,,,
Jiaduo Wu,Germany,34,166,57,F,Table Tennis,"Women's Singles, Women's Team",,,,
Kristin Silbereisen,Germany,27,168,59,F,Table Tennis,"Women's Singles, Women's Team",,,,
Joanna Parker,Great Britain,25,178,63,F,Table Tennis,"Women's Singles, Women's Team",,,,
Huajun Jiang,"Hong Kong, China",27,168,68,F,Table Tennis,"Women's Singles, Women's Team",,,,
Yana Tie,"Hong Kong, China",33,160,55,F,Table Tennis,"Women's Singles, Women's Team",,,,
Ai Fukuhara,Japan,23,156,48,F,Table Tennis,"Women's Singles, Women's Team",,,,
Kasumi Ishikawa,Japan,19,158,51,F,Table Tennis,"Women's Singles, Women's Team",YES,,0.5,
Jiao Li,Netherlands,39,167,57,F,Table Tennis,"Women's Singles, Women's Team",,,,
Jie Li,Netherlands,28,166,51,F,Table Tennis,"Women's Singles, Women's Team",,,,
Ning Ding,People's Republic of China,22,171,63,F,Table Tennis,"Women's Singles, Women's Team",YES,,1,
Xiaoxia Li,People's Republic of China,24,174,65,F,Table Tennis,"Women's Singles, Women's Team",YES,2,,
Natalia Partyka,Poland,23,173,64,F,Table Tennis,"Women's Singles, Women's Team",,,,
Qian Li,Poland,26,160,53,F,Table Tennis,"Women's Singles, Women's Team",,,,
Kyungah Kim,Republic of Korea,35,165,59,F,Table Tennis,"Women's Singles, Women's Team",,,,
Miyoung Park,Republic of Korea,30,161,53,F,Table Tennis,"Women's Singles, Women's Team",,,,
Tianwei Feng,Singapore,25,163,57,F,Table Tennis,"Women's Singles, Women's Team",YES,,,1
Yuegu Wang,Singapore,32,158,63,F,Table Tennis,"Women's Singles, Women's Team",YES,,,0.5
Sara Ramirez,Spain,24,163,50,F,Table Tennis,"Women's Singles, Women's Team",,,,
Ariel Hsing,United States of America,16,165,54,F,Table Tennis,"Women's Singles, Women's Team",,,,
Lily Zhang,United States of America,16,163,53,F,Table Tennis,"Women's Singles, Women's Team",,,,
Vivian Tan,Australia,34,165,60,F,Table Tennis,Women's Team,,,,
Amelie Solja,Austria,21,164,65,F,Table Tennis,Women's Team,,,,
Lin Gui,Brazil,18,,,F,Table Tennis,Women's Team,,,,
Mi Gyong Ri,Democratic People's Republic  of Korea,21,157,48,F,Table Tennis,Women's Team,,,,
Raghd Magdy,Egypt,29,169,67,F,Table Tennis,Women's Team,,,,
Irene Ivancan,Germany,29,181,78,F,Table Tennis,Women's Team,,,,
Kelly Sibley,Great Britain,24,172,68,F,Table Tennis,Women's Team,,,,
Na Liu,Great Britain,29,162,52,F,Table Tennis,Women's Team,,,,
Ho Ching Lee,"Hong Kong, China",19,159,54,F,Table Tennis,Women's Team,,,,
Sayaka Hirano,Japan,27,158,54,F,Table Tennis,Women's Team,YES,,0.5,
Elena Timina,Netherlands,43,177,63,F,Table Tennis,Women's Team,,,,
Yue Guo,People's Republic of China,24,165,54,F,Table Tennis,Women's Team,YES,1,,
Katarzyna Grzybowska,Poland,23,170,58,F,Table Tennis,Women's Team,,,,
Hajung Seok,Republic of Korea,27,172,59,F,Table Tennis,Women's Team,,,,
Jiawei Li,Singapore,30,172,60,F,Table Tennis,Women's Team,YES,,,0.5
Galia Dvorak,Spain,24,169,58,F,Table Tennis,Women's Team,,,,
Erica Wu,United States of America,16,168,54,F,Table Tennis,Women's Team,,,,
El-Yamine Mokdad,Algeria,26,162,,M,Taekwondo,Men's -58kg,,,,
Safwan Khalil,Australia,26,184,,M,Taekwondo,Men's -58kg,,,,
Oscar Munoz Oviedo,Colombia,19,178,,M,Taekwondo,Men's -58kg,YES,,,1
Heiner Oviedo,Costa Rica,23,170,,M,Taekwondo,Men's -58kg,,,,
Yulis Mercedes Reyes,Dominican Republic,32,163,,M,Taekwondo,Men's -58kg,,,,
Tamer Bayoumi,Egypt,30,167,,M,Taekwondo,Men's -58kg,,,,
Nursultan Mamayev,Kazakhstan,19,185,,M,Taekwondo,Men's -58kg,,,,
Diego Garcia de Leon,Mexico,22,172,,M,Taekwondo,Men's -58kg,,,,
Daehoon Lee,Republic of Korea,20,181,,M,Taekwondo,Men's -58kg,YES,,1,
Alexey Denisenko,Russian Federation,18,180,,M,Taekwondo,Men's -58kg,YES,,,1
Joel Gonzalez Bonilla,Spain,22,185,,M,Taekwondo,Men's -58kg,YES,1,,
Uno Sanli,Sweden,23,172,,M,Taekwondo,Men's -58kg,,,,
Chen-Yang Wei,Taipei (Chinese Taipei),20,181,,M,Taekwondo,Men's -58kg,,,,
Pen-Ek Karaket,Thailand,22,170,,M,Taekwondo,Men's -58kg,,,,
Huynh Chau Le,Vietnam,24,178,,M,Taekwondo,Men's -58kg,,,,
Tameem Mohammed Ahmed Al-Kubati,Yemen,23,168,,M,Taekwondo,Men's -58kg,,,,
Rohullah Nikpai,Afghanistan,25,180,,M,Taekwondo,Men's -68kg,YES,,,1
Diogo Silva,Brazil,30,178,,M,Taekwondo,Men's -68kg,,,,
David Boui,Central African Republic,24,185,,M,Taekwondo,Men's -68kg,,,,
Martin Stamper,Great Britain,25,180,,M,Taekwondo,Men's -68kg,,,,
Mohammad Bagheri Motamed,Islamic Republic of Iran,26,181,,M,Taekwondo,Men's -68kg,YES,,1,
Mohammad Abulibdeh,Jordan,28,183,,M,Taekwondo,Men's -68kg,,,,
Erick Osornio Nunez,Mexico,29,179,,M,Taekwondo,Men's -68kg,,,,
Logan Campbell,New Zealand,26,177,,M,Taekwondo,Men's -68kg,,,,
Isah Muhammad,Nigeria,25,,,M,Taekwondo,Men's -68kg,,,,
Peter Lopez Santos,Peru,30,178,,M,Taekwondo,Men's -68kg,,,,
Michal Loniewski,Poland,23,177,,M,Taekwondo,Men's -68kg,,,,
Damir Fejzic,Serbia,18,180,,M,Taekwondo,Men's -68kg,,,,
Servet Tazegul,Turkey,23,180,,M,Taekwondo,Men's -68kg,YES,1,,
Hryhorii Husarov,Ukraine,18,186,,M,Taekwondo,Men's -68kg,,,,
Terrence Jennings,United States of America,26,178,,M,Taekwondo,Men's -68kg,YES,,,1
Dmitriy Kim,Uzbekistan,22,178,,M,Taekwondo,Men's -68kg,,,,
Nesar Ahmad Bahawi,Afghanistan,28,184,,M,Taekwondo,Men's -80kg,,,,
Sebastian Eduardo Crismanich,Argentina,25,183,,M,Taekwondo,Men's -80kg,YES,1,,
Arman Yeremyan,Armenia,26,185,,M,Taekwondo,Men's -80kg,,,,
Ramin Azizov,Azerbaijan,24,192,,M,Taekwondo,Men's -80kg,,,,
Sebastien Michaud,Canada,25,185,,M,Taekwondo,Men's -80kg,,,,
Abdelrahman Ahmed,Egypt,23,176,,M,Taekwondo,Men's -80kg,,,,
Lutalo Muhammad,Great Britain,21,188,,M,Taekwondo,Men's -80kg,YES,,,1
Yousef Karami,Islamic Republic of Iran,29,183,,M,Taekwondo,Men's -80kg,,,,
Mauro Sarmiento,Italy,29,197,,M,Taekwondo,Men's -80kg,YES,,,1
Rasul Abduraim,Kyrgyzstan,23,180,,M,Taekwondo,Men's -80kg,,,,
Issam Chernoubi,Morocco,24,189,,M,Taekwondo,Men's -80kg,,,,
Tommy Mollet,Netherlands,33,178,,M,Taekwondo,Men's -80kg,,,,
Vaughn Scott,New Zealand,22,185,,M,Taekwondo,Men's -80kg,,,,
Nicolas Garcia Hemme,Spain,24,188,,M,Taekwondo,Men's -80kg,YES,,1,
Farkhod Negmatov,Tajikistan,22,188,,M,Taekwondo,Men's -80kg,,,,
Steven Lopez,United States of America,33,191,,M,Taekwondo,Men's -80kg,,,,
Francois Coulombe-Fortier,Canada,27,191,,M,Taekwondo,Men's +80kg,,,,
Robelis Despaigne,Cuba,23,,,M,Taekwondo,Men's +80kg,YES,,,1
Anthony Obame,Gabon,23,190,,M,Taekwondo,Men's +80kg,YES,,1,
Alexandros Nikolaidis,Greece,32,200,,M,Taekwondo,Men's +80kg,,,,
Carlo Molfetta,Italy,28,183,,M,Taekwondo,Men's +80kg,YES,1,,
Kenneth Edwards,Jamaica,26,188,,M,Taekwondo,Men's +80kg,,,,
Modibo Keita,Mali,31,,,M,Taekwondo,Men's +80kg,,,,
Chika Chukwumerije,Nigeria,28,,,M,Taekwondo,Men's +80kg,,,,
Xiaobo Liu,People's Republic of China,28,201,,M,Taekwondo,Men's +80kg,YES,,,1
Dongmin Cha,Republic of Korea,25,189,,M,Taekwondo,Men's +80kg,,,,
Gadzhi Umarov,Russian Federation,27,186,,M,Taekwondo,Men's +80kg,,,,
Kaino Thomsen,Samoa,21,180,,M,Taekwondo,Men's +80kg,,,,
Ivan Konrad Trajkovic,Slovenia,20,185,,M,Taekwondo,Men's +80kg,,,,
Alisher Gulov,Tajikistan,22,189,,M,Taekwondo,Men's +80kg,,,,
Bahri Tanrikulu,Turkey,32,183,,M,Taekwondo,Men's +80kg,,,,
Akmal Irgashev,Uzbekistan,29,185,,M,Taekwondo,Men's +80kg,,,,
Carola Malvina Lopez Rodriguez,Argentina,30,164,,F,Taekwondo,Women's -49kg,,,,
Seulki Kang,Central African Republic,24,170,,F,Taekwondo,Women's -49kg,,,,
Lucija Zaninovic,Croatia,25,170,,F,Taekwondo,Women's -49kg,YES,,,1
Sumeyye Manz,Germany,22,164,,F,Taekwondo,Women's -49kg,,,,
Elizabeth Zamora Gordillo,Guatemala,19,165,,F,Taekwondo,Women's -49kg,,,,
Erika Kasahara,Japan,21,164,,F,Taekwondo,Women's -49kg,,,,
Raya Hatahet,Jordan,22,,,F,Taekwondo,Women's -49kg,,,,
Jannet Alegria Pena,Mexico,24,154,,F,Taekwondo,Women's -49kg,,,,
Sanaa Atabrour,Morocco,23,158,,F,Taekwondo,Women's -49kg,,,,
Carolena Carstens Salceda,Panama,16,165,,F,Taekwondo,Women's -49kg,,,,
Jingyu Wu,People's Republic of China,25,168,,F,Taekwondo,Women's -49kg,YES,1,,
Kristina Kim,Russian Federation,25,164,,F,Taekwondo,Women's -49kg,,,,
Brigitte Yague Enrique,Spain,31,162,,F,Taekwondo,Women's -49kg,YES,,1,
Shu-Chun Yang,Taipei (Chinese Taipei),26,168,,F,Taekwondo,Women's -49kg,,,,
Chanatip Sonkham,Thailand,21,166,,F,Taekwondo,Women's -49kg,YES,,,1
Yeny Contreras Loyola,Chile,33,163,,F,Taekwondo,Women's -57kg,,,,
Ana Zaninovic,Croatia,25,172,,F,Taekwondo,Women's -57kg,,,,
Nidia Munoz,Cuba,21,,,F,Taekwondo,Women's -57kg,,,,
Hedaya Wahba,Egypt,19,156,,F,Taekwondo,Women's -57kg,,,,
Suvi Mikkonen,Finland,24,164,,F,Taekwondo,Women's -57kg,,,,
Marlene Harnois,France,25,174,,F,Taekwondo,Women's -57kg,YES,,,1
Jade Jones,Great Britain,19,156,,F,Taekwondo,Women's -57kg,YES,1,,
Mayu Hamada,Japan,18,174,,F,Taekwondo,Women's -57kg,,,,
Andrea Paoli,Lebanon,20,170,,F,Taekwondo,Women's -57kg,,,,
Robin Cheong,New Zealand,23,163,,F,Taekwondo,Women's -57kg,,,,
Yuzhuo Hou,People's Republic of China,24,175,,F,Taekwondo,Women's -57kg,YES,,1,
Bineta Diedhiou,Senegal,26,155,,F,Taekwondo,Women's -57kg,,,,
Dragana Gladovic,Serbia,20,168,,F,Taekwondo,Women's -57kg,,,,
Li-Cheng Tseng,Taipei (Chinese Taipei),25,168,,F,Taekwondo,Women's -57kg,YES,,,1
Rangsiya Nisaisom,Thailand,18,165,,F,Taekwondo,Women's -57kg,,,,
Diana Lopez,United States of America,28,178,,F,Taekwondo,Women's -57kg,,,,
Carmen Marton,Australia,26,172,,F,Taekwondo,Women's -67kg,,,,
Farida Azizova,Azerbaijan,17,174,,F,Taekwondo,Women's -67kg,,,,
Ruth Gbagbi,Côte d'Ivoire,18,172,,F,Taekwondo,Women's -67kg,,,,
Karine Sergerie,Canada,27,165,,F,Taekwondo,Women's -67kg,,,,
Seham Elsawalhy,Egypt,21,175,,F,Taekwondo,Women's -67kg,,,,
Helena Fromm,Germany,24,175,,F,Taekwondo,Women's -67kg,,,,
Sarah Stevenson,Great Britain,29,178,,F,Taekwondo,Women's -67kg,,,,
Andrea St Bernard,Grenada,32,175,,F,Taekwondo,Women's -67kg,,,,
Sousan Hajipourgoli,Islamic Republic of Iran,21,166,,F,Taekwondo,Women's -67kg,,,,
Gulnafis Aitmukhambetova,Kazakhstan,24,175,,F,Taekwondo,Women's -67kg,,,,
Kyung Seon Hwang,Republic of Korea,26,175,,F,Taekwondo,Women's -67kg,,,,
Franka Anic,Slovenia,21,181,,F,Taekwondo,Women's -67kg,,,,
Elin Johansson,Sweden,21,175,,F,Taekwondo,Women's -67kg,,,,
Nur Tatar,Turkey,19,173,,F,Taekwondo,Women's -67kg,,,,
Paige Mcpherson,United States of America,21,173,,F,Taekwondo,Women's -67kg,,,,
Hoang Dieu Linh Chu,Vietnam,18,174,,F,Taekwondo,Women's -67kg,,,,
Natalia Falavigna,Brazil,28,179,,F,Taekwondo,Women's +67kg,,,,
Davin Sorn,Cambodia,20,178,,F,Taekwondo,Women's +67kg,,,,
Glenhis Hernandez,Cuba,21,,,F,Taekwondo,Women's +67kg,,,,
Anne-Caroline Graffe,France,26,176,,F,Taekwondo,Women's +67kg,,,,
Nadin Dawani,Jordan,24,176,,F,Taekwondo,Women's +67kg,,,,
Feruza Yergeshova,Kazakhstan,20,172,,F,Taekwondo,Women's +67kg,,,,
Maria del Rosario Espinoza,Mexico,24,173,,F,Taekwondo,Women's +67kg,,,,
Wiam Dislam,Morocco,24,190,,F,Taekwondo,Women's +67kg,,,,
In Jong Lee,Republic of Korea,30,177,,F,Taekwondo,Women's +67kg,,,,
Anastasia Baryshnikova,Russian Federation,21,173,,F,Taekwondo,Women's +67kg,,,,
Talitiga Crawley,Samoa,20,,,F,Taekwondo,Women's +67kg,,,,
Milica Mandic,Serbia,20,180,,F,Taekwondo,Women's +67kg,,,,
Khaoula Ben Hamza,Tunisia,21,170,,F,Taekwondo,Women's +67kg,,,,
Maryna Konieva,Ukraine,24,183,,F,Taekwondo,Women's +67kg,,,,
Natalya Mamatova,Uzbekistan,26,182,,F,Taekwondo,Women's +67kg,,,,
Eduardo Schwank,Argentina,26,183,83,M,Tennis,Men's Doubles,,,,
Alexander Peya,Austria,32,182,82,M,Tennis,Men's Doubles,,,,
Alexander Bury,Belarus,24,203,93,M,Tennis,Men's Doubles,,,,
Andre Sa,Brazil,35,186,80,M,Tennis,Men's Doubles,,,,
Bruno Soares,Brazil,30,,,M,Tennis,Men's Doubles,,,,
Marcelo Melo,Brazil,28,,,M,Tennis,Men's Doubles,,,,
Daniel Nestor,Canada,39,191,87,M,Tennis,Men's Doubles,,,,
Juan Sebastian Cabal,Colombia,26,185,80,M,Tennis,Men's Doubles,,,,
Michael Llodra,France,32,190,80,M,Tennis,Men's Doubles,YES,,0.5,
Colin Fleming,Great Britain,27,188,78,M,Tennis,Men's Doubles,,,,
Jamie Murray,Great Britain,26,190,82,M,Tennis,Men's Doubles,,,,
Ross Hutchins,Great Britain,27,191,87,M,Tennis,Men's Doubles,,,,
Mahesh Bhupathi,India,38,,,M,Tennis,Men's Doubles,,,,
Rohan Bopanna,India,32,,,M,Tennis,Men's Doubles,,,,
Andy Ram,Israel,32,180,83,M,Tennis,Men's Doubles,,,,
Jean-Julien Rojer,Netherlands,30,184,83,M,Tennis,Men's Doubles,,,,
Mariusz Fyrstenberg,Poland,32,190,79,M,Tennis,Men's Doubles,,,,
Horia Tecau,Romania,27,192,90,M,Tennis,Men's Doubles,,,,
Marc Lopez,Spain,30,175,71,M,Tennis,Men's Doubles,,,,
Marcel Granollers,Spain,26,190,77,M,Tennis,Men's Doubles,,,,
Johan Brunstrom,Sweden,32,193,89,M,Tennis,Men's Doubles,,,,
David Nalbandian,Argentina,30,180,79,M,Tennis,"Men's Doubles, Men's Singles",,,,
Max Mirnyi,Belarus,35,195,93,M,Tennis,"Men's Doubles, Mixed Doubles",YES,0.5,,
Christopher Kas,Germany,32,188,84,M,Tennis,"Men's Doubles, Mixed Doubles",,,,
Leander Paes,India,39,,,M,Tennis,"Men's Doubles, Mixed Doubles",,,,
Daniele Bracciali,Italy,34,180,78,M,Tennis,"Men's Doubles, Mixed Doubles",,,,
Marcin Matkowski,Poland,31,185,90,M,Tennis,"Men's Doubles, Mixed Doubles",,,,
Nenad Zimonjic,Serbia,36,190,84,M,Tennis,"Men's Doubles, Mixed Doubles",,,,
Robert Lindstedt,Sweden,35,192,89,M,Tennis,"Men's Doubles, Mixed Doubles",,,,
Bob Bryan,United States of America,34,191,88,M,Tennis,"Men's Doubles, Mixed Doubles",YES,0.5,,
Mike Bryan,United States of America,34,191,84,M,Tennis,"Men's Doubles, Mixed Doubles",YES,0.5,,0.5
Carlos Berlocq,Argentina,29,184,81,M,Tennis,Men's Singles,,,,
Juan Monaco,Argentina,28,185,77,M,Tennis,Men's Singles,,,,
David Goffin,Belgium,21,180,69,M,Tennis,Men's Singles,,,,
Steve Darcis,Belgium,28,178,74,M,Tennis,Men's Singles,,,,
Grigor Dimitrov,Bulgaria,21,190,81,M,Tennis,Men's Singles,,,,
Milos Raonic,Canada,21,196,90,M,Tennis,Men's Singles,,,,
Alejandro Falla,Colombia,28,181,82,M,Tennis,Men's Singles,,,,
Marcos Baghdatis,Cyprus,27,,,M,Tennis,Men's Singles,,,,
Jarkko Nieminen,Finland,31,185,79,M,Tennis,Men's Singles,,,,
Gilles Simon,France,27,180,69,M,Tennis,Men's Singles,,,,
Somdev Devvarman,India,27,,,M,Tennis,Men's Singles,,,,
Fabio Fognini,Italy,25,179,77,M,Tennis,Men's Singles,,,,
Tatsuma Ito,Japan,24,181,75,M,Tennis,Men's Singles,,,,
Mikhail Kukushkin,Kazakhstan,24,182,72,M,Tennis,Men's Singles,,,,
Gilles Muller,Luxembourg,29,192,75,M,Tennis,Men's Singles,,,,
Lukasz Kubot,Poland,30,191,90,M,Tennis,Men's Singles,,,,
Alex Bogomolov Jr,Russian Federation,29,178,77,M,Tennis,Men's Singles,,,,
Blaz Kavcic,Slovenia,25,185,81,M,Tennis,Men's Singles,,,,
Fernando Verdasco,Spain,28,188,81,M,Tennis,Men's Singles,,,,
Nicolas Almagro,Spain,26,183,84,M,Tennis,Men's Singles,,,,
Yen-Hsun Lu,Taipei (Chinese Taipei),28,180,75,M,Tennis,Men's Singles,,,,
Malek Jaziri,Tunisia,28,185,82,M,Tennis,Men's Singles,,,,
Sergiy Stakhovsky,Ukraine,26,193,80,M,Tennis,Men's Singles,,,,
Donald Young,United States of America,23,183,75,M,Tennis,Men's Singles,,,,
Ryan Harrison,United States of America,20,188,82,M,Tennis,Men's Singles,,,,
Denis Istomin,Uzbekistan,25,188,88,M,Tennis,Men's Singles,,,,
Jurgen Melzer,Austria,31,184,80,M,Tennis,"Men's Singles, Men's Doubles",,,,
Thomaz Bellucci,Brazil,24,,,M,Tennis,"Men's Singles, Men's Doubles",,,,
Vasek Pospisil,Canada,22,194,87,M,Tennis,"Men's Singles, Men's Doubles",,,,
Santiago Giraldo,Colombia,24,188,75,M,Tennis,"Men's Singles, Men's Doubles",,,,
Ivan Dodig,Croatia,27,183,83,M,Tennis,"Men's Singles, Men's Doubles",,,,
Marin Cilic,Croatia,23,198,87,M,Tennis,"Men's Singles, Men's Doubles",,,,
Tomas Berdych,Czech Republic,26,195,92,M,Tennis,"Men's Singles, Men's Doubles",,,,
Jo-Wilfried Tsonga,France,27,188,91,M,Tennis,"Men's Singles, Men's Doubles",YES,,0.5,
Julien Benneteau,France,30,185,79,M,Tennis,"Men's Singles, Men's Doubles",YES,,,0.5
Richard Gasquet,France,26,185,75,M,Tennis,"Men's Singles, Men's Doubles",YES,,,0.25
Vishnu Vardhan,India,25,,,M,Tennis,"Men's Singles, Men's Doubles",,,,
Kei Nishikori,Japan,22,178,70,M,Tennis,"Men's Singles, Men's Doubles",,,,
Robin Haase,Netherlands,25,190,77,M,Tennis,"Men's Singles, Men's Doubles",,,,
Adrian Ungur,Romania,27,178,73,M,Tennis,"Men's Singles, Men's Doubles",,,,
Nikolay Davydenko,Russian Federation,31,178,70,M,Tennis,"Men's Singles, Men's Doubles",,,,
Novak Djokovic,Serbia,25,188,82,M,Tennis,"Men's Singles, Men's Doubles",,,,
Lukas Lacko,Slovakia,24,186,83,M,Tennis,"Men's Singles, Men's Doubles",,,,
Martin Klizan,Slovakia,23,190,77,M,Tennis,"Men's Singles, Men's Doubles",,,,
David Ferrer,Spain,30,175,73,M,Tennis,"Men's Singles, Men's Doubles",,,,
Feliciano Lopez,Spain,30,188,85,M,Tennis,"Men's Singles, Men's Doubles",,,,
Roger Federer,Switzerland,30,185,85,M,Tennis,"Men's Singles, Men's Doubles",YES,,1,
Stanislas Wawrinka,Switzerland,27,183,79,M,Tennis,"Men's Singles, Men's Doubles",,,,
John Isner,United States of America,27,206,104,M,Tennis,"Men's Singles, Men's Doubles",,,,
Radek Stepanek,Czech Republic,33,186,79,M,Tennis,"Men's Singles, Men's Doubles, Mixed Doubles",,,,
Philipp Petzschner,Germany,28,184,80,M,Tennis,"Men's Singles, Men's Doubles, Mixed Doubles",,,,
Andy Murray,Great Britain,25,188,84,M,Tennis,"Men's Singles, Men's Doubles, Mixed Doubles",YES,1,0.5,
Andreas Seppi,Italy,28,190,75,M,Tennis,"Men's Singles, Men's Doubles, Mixed Doubles",,,,
Mikhail Youzhny,Russian Federation,30,183,78,M,Tennis,"Men's Singles, Men's Doubles, Mixed Doubles",,,,
Juan Martin del Potro,Argentina,23,198,97,M,Tennis,"Men's Singles, Mixed Doubles",YES,,,1
Lleyton Hewitt,Australia,31,180,68,M,Tennis,"Men's Singles, Mixed Doubles",,,,
Paola Suarez,Argentina,36,170,62,F,Tennis,Women's Doubles,,,,
Casey Dellacqua,Australia,27,167,68,F,Tennis,Women's Doubles,,,,
Jarmila Gajdosova,Australia,25,173,68,F,Tennis,Women's Doubles,,,,
Stephanie Dubois,Canada,25,162,59,F,Tennis,Women's Doubles,,,,
Andrea Hlavackova,Czech Republic,25,175,60,F,Tennis,Women's Doubles,YES,,0.5,
Kristina Mladenovic,France,19,182,69,F,Tennis,Women's Doubles,,,,
Margalita Chakhnashvili,Georgia,29,172,58,F,Tennis,Women's Doubles,,,,
Anna-Lena Gronefeld,Germany,27,180,78,F,Tennis,Women's Doubles,,,,
Rushmi Chakarvarthi,India,34,,,F,Tennis,Women's Doubles,,,,
